# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
dk10794	Classic Card Games (Russia)
namearcadegearsimagefightxmultiply	Arcade Gears - ImageFight & XMultiply (Japan)
namearcadegearspulirula	Arcade Gears - Pu-Li-Ru-La (Japan)
namearcadegearswonder3	Arcade Gears - Wonder 3 (Japan)
namearcadehitscrazyclimber	Arcade Hits - Crazy Climber (Japan)
namearcadehitsfriskytom	Arcade Hits - Frisky Tom (Japan)
namearcadehitsmagicaldrop	Arcade Hits - Magical Drop (Japan)
namearcadehitsmooncresta	Arcade Hits - Moon Cresta (Japan)
namearcadehitsraiden	Arcade Hits - Raiden (Japan)
namearcadehitsshienryuu	Arcade Hits - Shienryuu (Japan)
namearcadehitssonicwingsspecial	Arcade Hits - Sonic Wings Special (Japan)
namearcadehitssoukyuugurentai	Arcade Hits - Soukyuu Gurentai (Japan)
namearcadehitssuikoenbuoutlawsofthelostdynasty	Arcade Hits - Suiko Enbu - Outlaws of the Lost Dynasty (Japan)
namearcadehitswolffangkuuga2001	Arcade Hits - Wolf Fang - Kuuga 2001 (Japan)
namearcadepartypak	Arcade Party Pak (Europe, Australia)
namearcadesgreatesthitstheataricollection1	Arcade's Greatest Hits - The Atari Collection 1 (Europe)
namearcadesgreatesthitstheataricollection2	Arcade's Greatest Hits - The Atari Collection 2 (Europe)
namearcadesgreatesthitsthemidwaycollection2	Arcade's Greatest Hits - The Midway Collection 2 (Europe)
namearcanasenkiludo	Arcana Senki Ludo (Japan)
namearcencielllightmyfire	Arc-en-Ciel, L' - Light my Fire (Japan)
namearchermacleans3dpool	Archer Maclean's 3D Pool (Europe)
namearcthelad	Arc the Lad (Japan)
namearctheladcollectionarcarenamonstertournament	Arc the Lad Collection - Arc Arena - Monster Tournament (USA)
namearctheladcollectionarcthelad	Arc the Lad Collection - Arc the Lad (USA)
namearctheladcollectionarctheladii	Arc the Lad Collection - Arc the Lad II (USA)
namearctheladcollectionarctheladiii	Arc the Lad Collection - Arc the Lad III (USA) (Disc 1)
namearctheladcollectionthemakingofarcthelad	Arc the Lad Collection - The Making of Arc the Lad (USA)
namearctheladii	Arc the Lad II (Japan)
namearctheladiicharactersworldcgmoviecollection	Arc the Lad II - Characters & World CG Movie Collection (Japan)
namearctheladiii	Arc the Lad III (Japan) (Demo 1)
namearctheladmonstergame	Arc the Lad - Monster Game (Japan) (Present-ban)
namearctheladmonstergamewithcasinogame	Arc the Lad - Monster Game with Casino Game (Japan) (Disc 1) (Monster Game)
namearea51	Area 51 (Europe) (En,Fr,De,Es)
namearemokoremomomotarou	Are!Mo KoreMo Momotarou (Japan)
namearesshadeikou4evolution	A Ressha de Ikou 4 - Evolution (Japan)
namearesshadeikou4evolutionglobal	A Ressha de Ikou 4 - Evolution Global (Japan) (En,Ja,Fr,De)
namearesshadeikouzmezasetairikuoudan	A Ressha de Ikou Z - Mezase! Tairiku Oudan (Japan)
namearkanoidr2000	Arkanoid R 2000 (Japan)
namearkanoidreturns	Arkanoid Returns (Japan)
namearkoftime	Ark of Time (Europe) (En,Fr,De,Es,It)
namearmedfighter	Armed Fighter (Japan)
namearmoredcore	Armored Core (Europe) (En,Fr,De,Es,It)
namearmoredcoremasterofarena	Armored Core - Master of Arena (Japan) (Disc 1)
namearmoredcoreprojectphantasma	Armored Core - Project Phantasma (Japan)
namearmorinesprojectswarm	Armorines - Project S.W.A.R.M. (Europe) (En,Fr,Es,It)
namearmymen3d	Army Men 3D (Europe) (En,Fr,De)
namearmymenairattack	Army Men - Air Attack (Europe) (En,Es,It)
namearmymenairattack2	Army Men - Air Attack 2 (Europe)
namearmymengreenrogue	Army Men - Green Rogue (USA)
namearmymenlandseaair	Army Men - Land, Sea, Air (Europe) (En,Fr,De,Es,It)
namearmymenlocknload	Army Men - Lock 'n' Load (Europe) (En,Fr,De,Es,It)
namearmymenomegasoldier	Army Men - Omega Soldier (Europe) (En,Fr,De,Es,It)
namearmymenoperationmeltdown	Army Men - Operation Meltdown (Europe) (En,Fr,De,Es,It)
namearmymensargesheroes	Army Men - Sarge's Heroes (Europe)
namearmymensargesheroes2	Army Men - Sarge's Heroes 2 (Europe) (En,Fr,De,Es,It)
namearmymenteamassault	Army Men - Team Assault (Europe) (En,Fr,De,Es,It)
namearmymenworldwar	Army Men - World War (USA)
namearmymenworldwarfinalfront	Army Men - World War - Final Front (USA)
namearmymenworldwarlandseaair	Army Men - World War - Land, Sea, Air (USA, Canada)
namearmymenworldwarteamassault	Army Men - World War - Team Assault (USA)
nameartcamiongeijutsuden	Art Camion - Geijutsuden (Japan)
nameartcamionsugorokuden	Art Camion - Sugorokuden (Japan)
nameartdinkpreview	Artdink Preview (Japan)
namearthurreadytorace	Arthur! Ready to Race (USA)
namearthurtoastarothnonazomakaimuraincredibletoons	Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan)
nameasangrefria	A Sangre Fria (Spain) (Disc 1)
nameasanguefreddo	A Sangue Freddo (Italy) (Disc 1)
nameasciientertainmentdemocd	ASCII Entertainment Demo CD (USA)
nameasciiwaretrainingcd	Asciiware Training CD (USA)
nameasciizanmai	ASCII Zanmai (Japan)
nameasondeaiueo	Asonde AIUEO (Japan)
nameasondechinouup	Asonde Chinou Up (Japan)
nameasondekazusuuji	Asonde Kazu Suuji (Japan)
nameassault	Assault (Europe) (En,Fr,De,Es,It)
nameassaultretribution	Assault - Retribution (USA)
nameassaultrigs	Assault Rigs (Europe)
nameassaultsuitsvalken2	Assault Suits Valken 2 (Japan)
nameasterix	Asterix (Europe) (De,Es,It) (Rev 1)
nameasterixmegamadness	Asterix - Mega Madness (Europe) (En,Fr,De,Es,It,Nl)
nameasterixobelixcontrocesare	Asterix & Obelix contro Cesare (Italy)
nameasterixobelixtakeoncaesar	Asterix & Obelix Take on Caesar (Europe)
nameasteroids	Asteroids (Europe)
nameastronoka	Astronoka (Japan) (Demo Movie)
nameastrotroopervanark	Astro Trooper Vanark (Japan)
nameasuka120excellentburningfestexcellent	Asuka 120% Excellent - Burning Fest. Excellent (Japan)
nameasuka120finalburningfestfinal	Asuka 120% Final - Burning Fest. Final (Japan)
nameasuka120specialburningfestspecial	Asuka 120% Special - Burning Fest. Special (Japan)
nameasunciamajounojubaku	Asuncia - Majou no Jubaku (Japan)
nameatarianniversaryeditionredux	Atari Anniversary Edition Redux (Europe)
nameataridemodisk	Atari Demo Disk (Europe)
nameatelierelieelienoateliersalburgnorenkinjutsushi2	Atelier Elie - Elie no Atelier - Salburg no Renkinjutsushi 2 (Japan)
nameathenaawakeningfromtheordinarylife	Athena - Awakening from the Ordinary Life (Japan) (Disc 1)
nameathenanokateibanfamilygames	Athena no Kateiban - Family Games (Japan)
nameatlantisdassagenhafteabenteuer	Atlantis - Das sagenhafte Abenteuer (Germany) (Disc 1)
nameatlantissecretsdunmondeoublie	Atlantis - Secrets d'un Monde Oublie (France) (Disc 1)
nameatlantissegretidunmondoperduto	Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 1)
nameatlantisthelostcontinent	Atlantis - The Lost Continent (Europe) (En,Fr,De)
nameatlantisthelosttales	Atlantis - The Lost Tales (Europe) (Disc 1)
nameatlusshinsakutitledemocdrom	Atlus Shinsaku Title Demo CD-ROM (Japan)
nameatraintrainspowermoney	A-Train - Trains, Power, Money (USA) (En,Ja,Fr,De)
nameattackofthesaucerman	Attack of the Saucerman (Europe) (En,Fr,De,Es,It)
nameatvmania	ATV Mania (Europe) (En,Fr,De,It)
nameatvquadpowerracing	ATV - Quad Power Racing (Europe) (En,Fr,De)
nameatvracers	ATV Racers (Europe)
nameaubirdforce	Aubirdforce (Japan)
nameaubirdforceafter	Aubirdforce - After (Japan)
nameaurabattlerdunbineseisenshidensetsu	Aura Battler Dunbine - Seisenshi Densetsu (Japan) (Rev 1)
nameaustinpowerspinball	Austin Powers Pinball (Europe) (En,Fr,De)
nameaustraliansummerspecial	Australian Summer Special (Australia)
nameautobahnraserii	Autobahn Raser II (Germany)
nameautodestruct	Auto Destruct (Europe) (En,Fr,De,Es,Sv)
nameautorennenspezial98	Autorennen Spezial '98 (Germany)
nameautumnchristmasreleases96	Autumn-Christmas Releases '96 (Europe)
nameayakashinindenkunoichiban	Ayakashi Ninden Kunoichiban (Japan) (Disc 1)
nameayrtonsennakartduel	Ayrton Senna Kart Duel (Europe)
nameayrtonsennakartduel2	Ayrton Senna Kart Duel 2 (Europe)
nameayrtonsennakartduelspecial	Ayrton Senna Kart Duel Special (Japan)
nameazito	Azito (Japan)
nameazito2	Azito 2 (Japan)
nameazito3	Azito 3 (Japan)
nameaztecthecurseintheheartofthecityofgold	Aztec - The Curse in the Heart of the City of Gold (Europe) (En,Nl)
nameazumangadonjaradaiou	Azumanga Donjara Daiou (Japan)
nameazuredreams	Azure Dreams (Europe) (En,Fr,De)
namebabyfelixtennis	Baby Felix Tennis (Europe) (En,Fr,De,Es,It,Nl)
namebabyuniverse	Baby Universe (Europe)
namebackgammon	Backgammon (Japan)
namebackgammon2000	Backgammon 2000 (Japan)
namebackguineryomigaeruyuushatachihishouhenuragirinosenjou	BackGuiner - Yomigaeru Yuushatachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 1)
namebackguineryomigaeruyuushatachikakuseihenguinertensei	BackGuiner - Yomigaeru Yuushatachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 1)
namebackguineryomigaeruyuushatachiservicedisc	BackGuiner - Yomigaeru Yuushatachi - Service Disc (Japan)
namebackstreetbilliards	Backstreet Billiards (USA)
namebacktoschoolspecialplaystationdemodisc	Back to School Special - PlayStation Demo Disc (Asia)
namebackyardsoccer	Backyard Soccer (USA)
namebakumatsuromangekkanokenshi	Bakumatsu Roman - Gekka no Kenshi (Japan)
namebakuretsuhuntermahjongspecial	Bakuretsu Hunter - Mahjong Special (Japan)
namebakuretsuhuntersorezorenoomoinowaanchatte	Bakuretsu Hunter - Sorezore no Omoi ... Nowaanchatte (Japan)
namebakuretsusoccer	Bakuretsu Soccer (Japan)
namebakuryuu	Bakuryuu (Japan)
namebakushouallyoshimotoquizouketteisendx	Bakushou!! All Yoshimoto Quiz-ou Ketteisen DX (Japan)
namebakusoudekotoradensetsu2otokojinseiyumeichiro	Bakusou Dekotora Densetsu 2 - Otoko Jinsei Yume Ichiro (Japan)
namebakusoudekotoradensetsuotokoippikiyumekaidou	Bakusou Dekotora Densetsu - Otoko Ippiki Yume Kaidou (Japan)
namebakusoukyoudailetsgoeternalwings	Bakusou Kyoudai Let's & Go!! Eternal Wings (Japan)
namebakutenshootbeyblade2002beybattletournament2	Bakuten Shoot Beyblade 2002 - Bey Battle Tournament 2 (Japan)
namebakutenshootbeybladebeybattletournament	Bakuten Shoot Beyblade - Bey Battle Tournament (Japan)
namebaldies	Baldies (Europe)
namebaldyland	Baldy Land (Japan)
nameballblazerchampions	BallBlazer Champions (Europe)
nameballbreakers	Ball Breakers (USA)
nameballerburg	Ballerburg (Europe)
nameballerburgcastlechaos	Ballerburg - Castle Chaos (USA)
nameballistic	Ballistic (Europe) (En,Fr,De)
namebaphometsfluch	Baphomets Fluch (Germany)
namebaphometsfluchiidiespiegelderfinsternis	Baphomets Fluch II - Die Spiegel der Finsternis (Germany)
namebarbieaventureequestre	Barbie - Aventure Equestre (France)
namebarbieaventuriere	Barbie - Aventuriere (France)
namebarbieesploratrice	Barbie - Esploratrice (Italy)
namebarbieexplorer	Barbie - Explorer (Europe)
namebarbiegottahavegames	Barbie - Gotta Have Games (USA)
namebarbieraceride	Barbie - Race & Ride (Europe)
namebarbiesportsextreme	Barbie - Sports Extreme (France)
namebarbiesupersport	Barbie - Super Sport (Germany)
namebarbiesupersports	Barbie - Super Sports (Europe)
namebarcamanager2000	Barca Manager 2000 (Spain) (Es,Ca)
namebardyshkromefordnojuunin	Bardysh - Kromeford no Juunin (Japan)
namebaroquesyndrome	Baroque Syndrome (Japan)
namebaroqueyugandamousou	Baroque - Yuganda Mousou (Japan)
namebaseballnavigator	Baseball Navigator (Japan)
namebaseballpronamikusayakyuu	Baseball - Pro-nami Kusayakyuu! (Japan)
namebaseballsimulationidproyakyuu	Baseball Simulation - ID Pro Yakyuu (Japan)
namebasesloaded96doubleheader	Bases Loaded '96 - Double Header (USA)
namebassfishermantexas	Bass Fisherman - Texas (Japan)
namebassingbeat2	Bassing Beat 2 (Japan)
namebasslanding	Bass Landing (Japan)
namebasslanding2	Bass Landing 2 (Japan)
namebassrise	Bass Rise (USA)
namebasstsuriniikou	Bass Tsuri ni Ikou! (Japan)
namebastardutsuronarukamigaminoutsuwa	Bastard!! Utsuronaru Kamigami no Utsuwa (Japan)
namebatmanbeyondreturnofthejoker	Batman Beyond - Return of the Joker (USA)
namebatmanforeverthearcadegame	Batman Forever - The Arcade Game (Europe)
namebatmangothamcityracer	Batman - Gotham City Racer (Europe) (En,Fr,De,Es,It,Nl)
namebatmanofthefuturereturnofthejoker	Batman of the Future - Return of the Joker (Europe) (En,Fr,De)
namebatmanrobin	Batman & Robin (Europe) (En,Fr,De,Es)
namebattlearenanitoushinden	Battle Arena Nitoushinden (Japan)
namebattlearenatoshinden	Battle Arena Toshinden (Europe)
namebattlearenatoshinden2	Battle Arena Toshinden 2 (Europe)
namebattlearenatoshinden3	Battle Arena Toshinden 3 (Europe)
namebattlearenatoushinden2	Battle Arena Toushinden 2 (Japan)
namebattlearenatoushinden2gyoutenkyougakunoshishokuban	Battle Arena Toushinden 2 - Gyouten Kyougaku no Shishoku-ban (Japan)
namebattlearenatoushinden2plus	Battle Arena Toushinden 2 Plus (Japan)
namebattlearenatoushinden3	Battle Arena Toushinden 3 (Japan)
namebattleathletessdaiundoukaialternative	Battle Athletess - Daiundoukai Alternative (Japan)
namebattleathletessdaiundoukaigto	Battle Athletess - Daiundoukai GTO (Grand Trial Onnanoco) (Japan)
namebattlebonby	Battle Bonby (Japan)
namebattlebonby2sukkirimomoaji	Battle Bonby 2 - Sukkiri Momoaji (Japan)
namebattlebugs	Battle Bugs (Japan)
namebattleformation	Battle Formation (Japan)
namebattlehunter	Battle Hunter (USA)
namebattlekonchuuden	Battle Konchuuden (Japan)
namebattlemaster	Battle Master (Japan)
namebattleroundusa	BattleRound USA (Japan)
namebattlesport	BattleSport (Europe)
namebattlestations	Battle Stations (Europe) (En,Fr,De)
namebattletanxglobalassault	BattleTanx - Global Assault (Europe) (En,Es,It)
namebdflmanager2001	BDFL Manager 2001 (Germany)
namebdflmanager2002	BDFL Manager 2002 (Germany)
namebeachvolleyball	Beach Volleyball (Europe) (En,Fr,De,Es,It)
namebealphareth	Bealphareth (Japan)
namebeastwarstransformers	Beast Wars - Transformers (Europe) (En,Fr,De,Es,It)
namebeatemupspecial	Beat-Em-Up Special (Europe)
namebeatemupspeziale	Beat-Em-Up Speziale (Germany)
namebeatmania	Beat Mania (Japan) (Disc 1) (Arcade)
namebeatmania3rdmixmini	Beat Mania 3rd Mix Mini (Japan)
namebeatmania6thmixcoreremix	Beatmania 6thMix + Core Remix (Japan)
namebeatmaniaappend3rdmix	Beat Mania Append 3rdMix (Japan)
namebeatmaniaappend4thmixthebeatgoeson	Beatmania Append 4thMix - The Beat Goes On (Japan)
namebeatmaniaappend5thmixtimetogetdown	Beatmania Append 5thMix - Time to Get Down (Japan)
namebeatmaniaappendclubmix	Beatmania Append Club Mix (Japan)
namebeatmaniaappendgottamix	Beat Mania Append GottaMix (Japan, Asia)
namebeatmaniaappendgottamix2goingglobal	Beat Mania Append GottaMix 2 - Going Global (Japan)
namebeatmaniabesthits	Beatmania Best Hits (Japan)
namebeatmaniafeaturingdreamscometrue	Beatmania featuring Dreams Come True (Japan)
namebeatmaniathesoundoftokyo	Beat Mania - The Sound of Tokyo (Japan)
namebeatplanetmusic	Beat Planet Music (Japan)
namebeavisandbuttheadvirtualahoshoukougun	Beavis and Butt-Head - Virtual Aho Shoukougun (Japan)
namebedlam	Bedlam (Europe) (En,Fr,De,Es,It,Nl)
namebeltlogger9	Beltlogger 9 (Japan)
namebestbuydemocd	Best Buy Demo CD (USA)
namebestbuygreatesthitsdemodiscvolumeone	Best Buy Greatest Hits Demo Disc - Volume One (USA)
namebestgameseverthe	Best Games Ever, The (Europe, Australia)
namebesthorrorgameseverdemo	Best Horror Games Ever Demo (Europe, Australia)
namebestofplaystationundergroundyearonethe	Best of PlayStation Underground Year One, The (USA)
namebestsportsgamesever2000	Best Sports Games Ever 2000 (Europe, Australia)
namebestsportsgameseverdemo	Best Sports Games Ever Demo (Europe, Australia)
namebeyblade	Beyblade (Europe) (En,Fr,De,Es,It)
namebeyondthebeyond	Beyond the Beyond (Japan) (Tentou-you Special CD-ROM)
namebeyondthebeyondharukanarukanaane	Beyond the Beyond - Haruka naru Kanaan e (Japan)
namebfsblueforeststorykazenofuuin	BFS - Blue Forest Story - Kaze no Fuuin (Japan)
namebigair	Big Air (Europe) (En,Fr,De,Sv)
namebigbassfishing	Big Bass Fishing (Europe) (En,Fr,De,Es,It)
namebigbassworldchampionship	Big Bass World Championship (USA)
namebigchallengegolftokyoyomiuricountryclubhen	Big Challenge Golf - Tokyo Yomiuri Country Club-hen (Japan)
namebigleaguesluggerbaseball	Big League Slugger Baseball (USA)
namebigolbass2	Big Ol' Bass 2 (USA)
namebigstrikebowling	Big Strike Bowling (Europe) (En,De,It)
namebilliards	Billiards (USA)
namebiofreaks	Bio F.R.E.A.K.S. (Europe)
namebiohazard	Bio Hazard (Japan)
namebiohazard2	Biohazard 2 (Japan) (Disc 1) (Leon-hen)
namebiohazard2dualshockver	Biohazard 2 - Dual Shock Ver. (Japan) (Disc 1) (Leon-hen)
namebiohazard3lastescape	Biohazard 3 - Last Escape (Japan)
namebiohazarddirectorscut	Bio Hazard - Director's Cut (Japan)
namebiohazarddirectorscutdualshockver	Bio Hazard - Director's Cut - Dual Shock Ver. (Japan)
namebiohazarddirectorscutdualshockvercompletedisc	Bio Hazard - Director's Cut - Dual Shock Ver. Complete Disc (Japan)
namebiohazardgunsurvivor	Biohazard - Gun Survivor (Japan)
namebishibashispecial	Bishi Bashi Special (Europe)
namebishibashispecial2	Bishi Bashi Special 2 (Japan)
namebishibashispecial3stepchamp	Bishi Bashi Special 3 - Step Champ (Japan)
namebishoujohanafudakikoumichinokuhitoukoimonogatari	Bishoujo Hanafuda Kikou - Michinoku Hitou Koi Monogatari (Japan)
namebishoujorenaimahjongseries2ndshiritsuhouougakuen1nenjunaigumi	Bishoujo Ren'ai Mahjong Series 2nd - Shiritsu Houou Gakuen - 1-nen Jun'ai-gumi (Japan)
namebishoujorenaimahjongseries2ndshiritsuhouougakuen2nenjunjougumi	Bishoujo Ren'ai Mahjong Series 2nd - Shiritsu Houou Gakuen - 2-nen Junjou-gumi (Japan)
namebishoujorenaimahjongserieskarankorongakuendokidokihen	Bishoujo Ren'ai Mahjong Series - Karan Koron Gakuen - Doki Doki-hen (Japan)
namebishoujorenaimahjongserieskarankorongakuenmunekyunhen	Bishoujo Ren'ai Mahjong Series - Karan Koron Gakuen - Munekyun-hen (Japan)
namebishoujorenaimahjongserieskarankorongakuenpurelovehen	Bishoujo Ren'ai Mahjong Series - Karan Koron Gakuen - Pure Love-hen (Japan)
namebishoujosenshisailormoonsupersshinshuyakusoudatsusen	Bishoujo Senshi Sailor Moon SuperS - Shin Shuyaku Soudatsusen (Japan)
namebistrotheryouriwinenoshokunintachi	Bistro, The - Ryouri & Wine no Shokunintachi (Japan)
nameblackbasswithbluemarlin	Black Bass with Blue Marlin (USA)
nameblackdawn	Black Dawn (Europe)
nameblackjackvsmatsudajun	Blackjack vs. Matsuda Jun (Japan)
nameblackmatrix	Black-Matrix + (Japan) (Disc 1)
nameblackmatrix00	Black-Matrix 00 (Japan) (Disc 1)
nameblade	Blade (Europe)
namebladeartstasogarenomiyakorlyeh	Blade Arts - Tasogare no Miyako R'lyeh (Japan)
nameblademaker	Blade Maker (Japan)
nameblammachinehead	Blam! Machinehead (Europe)
nameblastchamber	Blast Chamber (Europe) (En,Fr,De,Es,It)
nameblastermaster	Blaster Master (Japan)
nameblastermasterblastingagain	Blaster Master - Blasting Again (Europe) (En,Fr,De,Es,It)
nameblastlacrosse	Blast Lacrosse (USA)
nameblasto	Blasto (Europe) (En,Fr,De,Es,It)
nameblastradius	Blast Radius (Europe)
nameblazebladebusters	Blaze & Blade Busters (Japan)
nameblazebladeeternalquest	Blaze & Blade - Eternal Quest (Europe)
nameblazingdragons	Blazing Dragons (Europe)
nameblendxbrandodekakegouseirpg	Blend x Brand - Odekake Gousei RPG (Japan)
nameblockbuster	Block Buster (Europe)
nameblockbusterplaystationchallenge	Blockbuster Playstation Challenge (Europe)
nameblockids	Blockids (Europe)
nameblockkuzushi	Block Kuzushi (Japan)
nameblockkuzushi2	Block Kuzushi 2 (Japan)
nameblockkuzushidedennogyakushuu	Block Kuzushi - Deden no Gyakushuu (Japan)
nameblockkuzushikowashitehelp	Block Kuzushi - Kowashite Help! (Japan)
nameblockwars	Block Wars (Japan)
namebloodfactory	Blood Factory (Japan)
namebloodlines	Blood Lines (Europe) (En,Fr,De,Es,It)
namebloodomenlegacyofkain	Blood Omen - Legacy of Kain (Europe)
namebloodyroar	Bloody Roar (USA)
namebloodyroar2bringerofthenewage	Bloody Roar 2 - Bringer of the New Age (Europe)
namebloodyroarhyperbeastduel	Bloody Roar - Hyper Beast Duel (Europe)
namebloodyroarii	Bloody Roar II (USA)
namebluebreakerburstegaonoasuni	Blue Breaker Burst - Egao no Asu ni (Japan)
namebluebreakerbursthohoemioanatato	Blue Breaker Burst - Hohoemi o Anata to (Japan)
namebluebreakeregaonoyakusoku	Blue Breaker - Egao no Yakusoku (Japan)
namebluelegendofwater	B. L. U. E. - Legend of Water (Japan)
namebluemarlinthe	Blue Marlin, The (Japan)
namebluescluesbluesbigmusical	Blue's Clues - Blue's Big Musical (Australia)
namebmgdemos	BMG Demos (France)
namebmovie	B-Movie (Europe) (En,Es,It)
namebobaggiustatutto	Bob Aggiustatutto (Italy)
nameboblebricoleurreparercestgagne	Bob le Bricoleur - Reparer C'est Gagne ! (France)
namebobthebuildercanwefixit	Bob the Builder - Can We Fix It (Europe)
namebodyhazard	Body Hazard (Japan)
namebogeydead6	Bogey Dead 6 (USA)
namebokujoumonogatariharvestmoon	Bokujou Monogatari - Harvest Moon (Japan)
namebokujoumonogatariharvestmoonforgirl	Bokujou Monogatari - Harvest Moon for Girl (Japan)
namebokunochoroq	Boku no Choro Q (Japan)
namebokunonatsuyasumisummerholiday20thcentury	Boku no Natsuyasumi - Summer Holiday 20th Century (Japan)
